identifier,reason,tag_name,tag_id
https://www.staging24.insidephilanthropy.com/grants-b/bay-and-paul-foundations,post-not-found,grants-early-childhood-education,33342
https://www.staging24.insidephilanthropy.com/find-a-grant-places/pennsylvania-grants/grable-foundation-grants-for-pennsylvania,post-not-found,grants-early-childhood-education,33342
https://www.staging24.insidephilanthropy.com/fundraising-early-childhood/hasbro-childrens-fund-grants-for-early-childhood-education.html,post-not-found,grants-early-childhood-education,33342
135545,already-tagged-or-update-failed,grants-early-childhood-education,33342
https://www.staging24.insidephilanthropy.com/n-grants/nordson-foundation,post-not-found,grants-early-childhood-education,33342
135251,already-tagged,grants-early-childhood-education,33342
135232,already-tagged,grants-early-childhood-education,33342
135223,already-tagged,grants-early-childhood-education,33342
135249,already-tagged,grants-early-childhood-education,33342
136397,already-tagged,grants-early-childhood-education,33342
135978,already-tagged,grants-early-childhood-education,33342
135340,already-tagged,grants-early-childhood-education,33342
https://www.staging24.insidephilanthropy.com/grants-b/bay-and-paul-foundations,post-not-found,grants-early-childhood-education,33342
144851,already-tagged,grants-early-childhood-education,33342
135389,already-tagged,grants-early-childhood-education,33342
135385,already-tagged,grants-early-childhood-education,33342
135362,already-tagged,grants-early-childhood-education,33342
135355,already-tagged,grants-early-childhood-education,33342
136016,already-tagged,grants-early-childhood-education,33342
136435,already-tagged,grants-early-childhood-education,33342
135317,already-tagged,grants-early-childhood-education,33342
136177,already-tagged,grants-early-childhood-education,33342
135181,already-tagged,grants-early-childhood-education,33342
135875,already-tagged,grants-early-childhood-education,33342
135957,already-tagged,grants-early-childhood-education,33342
136038,already-tagged,grants-early-childhood-education,33342
135076,already-tagged,grants-early-childhood-education,33342
135352,already-tagged,grants-early-childhood-education,33342
135429,already-tagged,grants-early-childhood-education,33342
135437,already-tagged,grants-early-childhood-education,33342
135458,already-tagged,grants-early-childhood-education,33342
135465,already-tagged,grants-early-childhood-education,33342
135482,already-tagged,grants-early-childhood-education,33342
135452,already-tagged,grants-early-childhood-education,33342
135575,already-tagged,grants-early-childhood-education,33342
135576,already-tagged,grants-early-childhood-education,33342
135060,already-tagged,grants-early-childhood-education,33342
135167,already-tagged,grants-early-childhood-education,33342
135510,already-tagged,grants-early-childhood-education,33342
135501,already-tagged,grants-early-childhood-education,33342
135500,already-tagged,grants-early-childhood-education,33342
135515,already-tagged,grants-early-childhood-education,33342
135527,already-tagged,grants-early-childhood-education,33342
136278,already-tagged,grants-early-childhood-education,33342
https://www.staging24.insidephilanthropy.com/find-a-grant-places/pennsylvania-grants/grable-foundation-grants-for-pennsylvania,post-not-found,grants-early-childhood-education,33342
136280,already-tagged,grants-early-childhood-education,33342
https://www.staging24.insidephilanthropy.com/fundraising-early-childhood/hasbro-childrens-fund-grants-for-early-childhood-education.html,post-not-found,grants-early-childhood-education,33342
135545,already-tagged,grants-early-childhood-education,33342
135545,already-tagged,grants-early-childhood-education,33342
135539,already-tagged,grants-early-childhood-education,33342
136440,already-tagged,grants-early-childhood-education,33342
135550,already-tagged,grants-early-childhood-education,33342
136200,already-tagged,grants-early-childhood-education,33342
135617,already-tagged,grants-early-childhood-education,33342
136284,already-tagged,grants-early-childhood-education,33342
136217,already-tagged,grants-early-childhood-education,33342
135639,already-tagged,grants-early-childhood-education,33342
136258,already-tagged,grants-early-childhood-education,33342
135675,already-tagged,grants-early-childhood-education,33342
135697,already-tagged,grants-early-childhood-education,33342
135725,already-tagged,grants-early-childhood-education,33342
136219,already-tagged,grants-early-childhood-education,33342
135966,already-tagged,grants-early-childhood-education,33342
135683,already-tagged,grants-early-childhood-education,33342
135799,already-tagged,grants-early-childhood-education,33342
135710,already-tagged,grants-early-childhood-education,33342
135784,already-tagged,grants-early-childhood-education,33342
136240,already-tagged,grants-early-childhood-education,33342
https://www.staging24.insidephilanthropy.com/n-grants/nordson-foundation,post-not-found,grants-early-childhood-education,33342
135787,already-tagged,grants-early-childhood-education,33342
135862,already-tagged,grants-early-childhood-education,33342
135846,already-tagged,grants-early-childhood-education,33342
135847,already-tagged,grants-early-childhood-education,33342
136290,already-tagged,grants-early-childhood-education,33342
202034,already-tagged,grants-early-childhood-education,33342
135901,already-tagged,grants-early-childhood-education,33342
135938,already-tagged,grants-early-childhood-education,33342
135923,already-tagged,grants-early-childhood-education,33342
136064,already-tagged,grants-early-childhood-education,33342
136068,already-tagged,grants-early-childhood-education,33342
135624,already-tagged,grants-early-childhood-education,33342
8226,already-tagged,grants-early-childhood-education,33342
136231,already-tagged,grants-early-childhood-education,33342
136140,already-tagged,grants-early-childhood-education,33342
189900,already-tagged,grants-early-childhood-education,33342
136158,already-tagged,grants-early-childhood-education,33342
136054,already-tagged,grants-early-childhood-education,33342
136122,already-tagged,grants-early-childhood-education,33342
142995,already-tagged,grants-early-childhood-education,33342
136267,already-tagged,grants-early-childhood-education,33342
135931,already-tagged,grants-early-childhood-education,33342
189325,already-tagged,grants-early-childhood-education,33342
136234,already-tagged,grants-early-childhood-education,33342
136354,already-tagged,grants-early-childhood-education,33342
