post_title,identifier,reason,tag_name,tag_id
"",https://www.insidephilanthropy.com/wall-street-donors/robert-and-michelle-atchinson,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/david-and-andrea-baum,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/charles-and-rachel-bernheim,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/frank-and-deenie-brosens,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/andrew-cader,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/chris-and-keena-clifford,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/peter-a-cohen,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/kenneth-deregt-and-alison-overseth,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/c-david-duncker,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/manny-friedman-and-kenny-french,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/david-and-danielle-ganek,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/sonia-gardner,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/sheldon-goldman,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/richard-and-susan-hayden,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/daniel-and-cynthia-helle,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/david-hodgson,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/chansoo-and-elisabeth-bittner-joung,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/david-and-sarah-kowitz,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/britton-h-murdoch,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/derek-schrier-and-cecily-cameron,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/robert-and-alecia-seidler,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/aaron-m-sosnick.html,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/thomas-steyer.html,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/new-mexico-grants/carl-amp-marilynn-thoma-art-foundation,post-not-found,wall-street-donors,33377
"",https://www.insidephilanthropy.com/wall-street-donors/paul-tierney,post-not-found,wall-street-donors,33377
